CPF: 1914, Classe: saude, Prioridade: Alta, Idade: 59
CPF: 3836, Classe: saude, Prioridade: Alta, Idade: 19
CPF: 4236, Classe: saude, Prioridade: Alta, Idade: 22
CPF: 1418, Classe: saude, Prioridade: Importante, Idade: 89
CPF: 3140, Classe: saude, Prioridade: Importante, Idade: 76
CPF: 4403, Classe: saude, Prioridade: Importante, Idade: 71
CPF: 3841, Classe: saude, Prioridade: Alta, Idade: 51
CPF: 2649, Classe: saude, Prioridade: Importante, Idade: 61
CPF: 4063, Classe: saude, Prioridade: Alta, Idade: 29
CPF: 4302, Classe: saude, Prioridade: Importante, Idade: 63
CPF: 4578, Classe: saude, Prioridade: Importante, Idade: 95
CPF: 4679, Classe: saude, Prioridade: Importante, Idade: 84
CPF: 2440, Classe: saude, Prioridade: Importante, Idade: 75
CPF: 3098, Classe: saude, Prioridade: Importante, Idade: 82
CPF: 3426, Classe: saude, Prioridade: Importante, Idade: 76
CPF: 3566, Classe: saude, Prioridade: Importante, Idade: 64
CPF: 2589, Classe: saude, Prioridade: Importante, Idade: 67
CPF: 1808, Classe: saude, Prioridade: Importante, Idade: 65
CPF: 2844, Classe: saude, Prioridade: Alta, Idade: 43
CPF: 3994, Classe: saude, Prioridade: Alta, Idade: 43
CPF: 1669, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 3834, Classe: saude, Prioridade: Alta, Idade: 49
CPF: 4657, Classe: saude, Prioridade: Alta, Idade: 52
CPF: 1133, Classe: saude, Prioridade: Importante, Idade: 96
CPF: 3397, Classe: saude, Prioridade: Alta, Idade: 35
CPF: 1855, Classe: saude, Prioridade: Alta, Idade: 49
CPF: 4764, Classe: saude, Prioridade: Importante, Idade: 65
CPF: 3155, Classe: saude, Prioridade: Alta, Idade: 33
CPF: 4907, Classe: saude, Prioridade: Importante, Idade: 81
CPF: 3016, Classe: saude, Prioridade: Importante, Idade: 94
CPF: 2868, Classe: saude, Prioridade: Importante, Idade: 87
CPF: 1430, Classe: saude, Prioridade: Importante, Idade: 61
CPF: 2782, Classe: saude, Prioridade: Importante, Idade: 72
CPF: 3812, Classe: saude, Prioridade: Importante, Idade: 66
CPF: 1761, Classe: saude, Prioridade: Importante, Idade: 64
CPF: 3345, Classe: saude, Prioridade: Importante, Idade: 97
CPF: 4967, Classe: saude, Prioridade: Importante, Idade: 87
CPF: 2116, Classe: saude, Prioridade: Importante, Idade: 93
CPF: 4147, Classe: saude, Prioridade: Alta, Idade: 46
CPF: 4640, Classe: saude, Prioridade: Alta, Idade: 20
CPF: 1044, Classe: saude, Prioridade: Importante, Idade: 84
CPF: 3144, Classe: saude, Prioridade: Importante, Idade: 77
CPF: 1220, Classe: saude, Prioridade: Alta, Idade: 48
CPF: 1882, Classe: saude, Prioridade: Alta, Idade: 21
CPF: 4764, Classe: saude, Prioridade: Importante, Idade: 95
CPF: 4176, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 3599, Classe: saude, Prioridade: Alta, Idade: 37
CPF: 2030, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 2554, Classe: saude, Prioridade: Importante, Idade: 89
CPF: 3552, Classe: saude, Prioridade: Alta, Idade: 21
CPF: 2187, Classe: saude, Prioridade: Alta, Idade: 49
CPF: 2195, Classe: saude, Prioridade: Importante, Idade: 82
CPF: 2734, Classe: saude, Prioridade: Importante, Idade: 99
CPF: 1082, Classe: saude, Prioridade: Importante, Idade: 77
CPF: 2137, Classe: saude, Prioridade: Importante, Idade: 61
CPF: 3389, Classe: saude, Prioridade: Importante, Idade: 93
CPF: 2014, Classe: saude, Prioridade: Alta, Idade: 29
CPF: 3907, Classe: saude, Prioridade: Alta, Idade: 47
CPF: 4629, Classe: saude, Prioridade: Importante, Idade: 74
CPF: 2798, Classe: saude, Prioridade: Alta, Idade: 51
CPF: 1488, Classe: saude, Prioridade: Importante, Idade: 84
CPF: 4787, Classe: saude, Prioridade: Alta, Idade: 56
CPF: 1099, Classe: saude, Prioridade: Alta, Idade: 19
CPF: 2778, Classe: saude, Prioridade: Importante, Idade: 88
CPF: 1403, Classe: saude, Prioridade: Importante, Idade: 77
